variant,run,seconds,evaluations,length_avg,length_max,length_min,length_sum,plan_count
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,72.914,5400,54.95,65.0,45.0,5495.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,73.553,5500,54.64,65.0,45.0,5464.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,74.267,5600,54.41,64.0,45.0,5441.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,74.902,5700,52.79,63.0,45.0,5279.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,75.492,5800,52.99,63.0,45.0,5299.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,76.146,5900,53.01,63.0,45.0,5301.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,76.732,6000,53.02,63.0,44.0,5302.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,77.334,6100,53.15,63.0,44.0,5315.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,78.045,6200,52.28,63.0,44.0,5228.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,78.646,6300,52.69,63.0,44.0,5269.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,79.239,6400,52.28,60.0,44.0,5228.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,79.835,6500,51.69,60.0,44.0,5169.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,80.457,6600,51.17,61.0,44.0,5117.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,81.194,6700,51.11,61.0,43.0,5111.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,81.784,6800,51.72,60.0,43.0,5172.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,82.417,6900,50.7,60.0,43.0,5070.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,83.103,7000,50.79,60.0,43.0,5079.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,83.653,7100,50.3,58.0,42.0,5030.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,84.275,7200,49.75,58.0,42.0,4975.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,84.953,7300,49.17,57.0,41.0,4917.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,85.586,7400,49.56,57.0,41.0,4956.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,86.226,7500,49.44,57.0,41.0,4944.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,86.817,7600,49.47,57.0,41.0,4947.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,87.379,7700,48.39,57.0,40.0,4839.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,87.997,7800,48.02,57.0,40.0,4802.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,88.685,7900,48.87,57.0,40.0,4887.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,89.255,8000,49.03,57.0,39.0,4903.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,89.817,8100,48.59,57.0,39.0,4859.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,90.436,8200,48.62,57.0,39.0,4862.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,91.038,8300,48.35,57.0,39.0,4835.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,91.632,8400,48.83,57.0,38.0,4883.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,92.23,8500,48.22,57.0,38.0,4822.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,92.828,8600,48.07,57.0,38.0,4807.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,93.397,8700,47.34,57.0,38.0,4734.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,93.988,8800,46.01,57.0,37.0,4601.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,94.533,8900,45.21,56.0,37.0,4521.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,95.083,9000,45.18,56.0,36.0,4518.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,95.63,9100,45.46,56.0,36.0,4546.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,96.228,9200,45.02,56.0,36.0,4502.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,96.762,9300,43.21,56.0,36.0,4321.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,97.306,9400,42.21,56.0,36.0,4221.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,97.855,9500,41.34,52.0,36.0,4134.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,98.408,9600,40.44,51.0,35.0,4044.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,98.917,9700,40.71,51.0,34.0,4071.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,99.519,9800,41.36,51.0,34.0,4136.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,100.047,9900,41.46,51.0,34.0,4146.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,3,100.537,10000,41.38,48.0,34.0,4138.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,2.891,100,200.0,200.0,200.0,20000.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,6.358,200,184.91,200.0,147.0,18491.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,9.454,300,165.35,200.0,129.0,16535.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,12.532,400,150.29,200.0,124.0,15029.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,15.182,500,141.75,200.0,110.0,14175.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,17.541,600,135.06,184.0,98.0,13506.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,19.949,700,130.96,184.0,96.0,13096.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,22.217,800,122.54,171.0,92.0,12254.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,24.216,900,118.45,171.0,82.0,11845.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,26.357,1000,113.06,170.0,82.0,11306.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,28.187,1100,106.42,170.0,82.0,10642.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,29.843,1200,103.27,170.0,81.0,10327.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,31.453,1300,97.05,164.0,74.0,9705.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,33.075,1400,92.55,161.0,74.0,9255.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,34.493,1500,89.87,106.0,73.0,8987.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,35.974,1600,87.97,106.0,72.0,8797.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,37.232,1700,84.14,100.0,69.0,8414.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,38.53,1800,82.29,100.0,69.0,8229.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,39.919,1900,82.17,100.0,65.0,8217.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,41.133,2000,83.02,100.0,61.0,8302.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,42.493,2100,80.47,100.0,61.0,8047.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,43.881,2200,76.86,95.0,61.0,7686.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,45.078,2300,74.54,94.0,61.0,7454.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,46.145,2400,72.97,94.0,60.0,7297.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,47.297,2500,71.3,94.0,59.0,7130.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,48.386,2600,70.67,94.0,56.0,7067.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,49.46,2700,69.96,94.0,56.0,6996.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,50.368,2800,68.44,88.0,56.0,6844.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,51.303,2900,69.12,88.0,53.0,6912.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,52.368,3000,68.55,88.0,53.0,6855.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,53.381,3100,69.02,88.0,53.0,6902.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,54.42,3200,67.6,88.0,53.0,6760.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,55.316,3300,66.67,88.0,48.0,6667.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,56.286,3400,63.65,87.0,48.0,6365.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,57.258,3500,63.97,87.0,48.0,6397.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,58.151,3600,63.58,87.0,46.0,6358.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,59.011,3700,62.39,87.0,45.0,6239.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,59.834,3800,62.18,87.0,45.0,6218.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,60.734,3900,61.53,77.0,45.0,6153.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,61.593,4000,62.16,77.0,45.0,6216.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,62.484,4100,62.38,77.0,45.0,6238.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,63.393,4200,62.27,77.0,45.0,6227.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,64.203,4300,60.58,77.0,42.0,6058.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,65.056,4400,59.4,76.0,42.0,5940.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,65.896,4500,59.78,76.0,42.0,5978.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,66.682,4600,59.87,77.0,42.0,5987.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,67.477,4700,57.87,77.0,42.0,5787.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,68.325,4800,56.38,78.0,42.0,5638.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,69.15,4900,55.82,77.0,42.0,5582.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,69.876,5000,55.47,75.0,42.0,5547.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,70.616,5100,56.07,75.0,42.0,5607.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,71.37,5200,58.35,75.0,42.0,5835.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,72.177,5300,59.37,75.0,41.0,5937.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,73.039,5400,55.88,75.0,41.0,5588.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,73.927,5500,56.18,75.0,41.0,5618.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,74.759,5600,56.78,75.0,40.0,5678.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,75.563,5700,54.82,75.0,40.0,5482.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,76.297,5800,52.78,75.0,40.0,5278.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,77.07,5900,52.81,75.0,40.0,5281.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,77.771,6000,53.91,75.0,40.0,5391.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,78.465,6100,55.03,75.0,40.0,5503.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,79.212,6200,54.94,75.0,40.0,5494.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,79.967,6300,55.71,75.0,40.0,5571.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,80.827,6400,53.5,75.0,40.0,5350.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,81.525,6500,56.48,75.0,39.0,5648.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,82.293,6600,52.07,75.0,38.0,5207.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,82.93,6700,51.2,75.0,38.0,5120.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,83.595,6800,49.78,75.0,38.0,4978.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,84.364,6900,46.45,74.0,38.0,4645.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,84.887,7000,45.19,74.0,38.0,4519.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,85.456,7100,41.64,72.0,37.0,4164.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,85.984,7200,41.06,72.0,36.0,4106.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,86.517,7300,40.41,70.0,36.0,4041.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,86.99,7400,40.75,44.0,36.0,4075.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,87.56,7500,41.06,43.0,36.0,4106.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,88.05,7600,40.46,43.0,36.0,4046.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,88.607,7700,40.05,44.0,35.0,4005.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,89.15,7800,39.87,44.0,35.0,3987.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,89.711,7900,40.02,44.0,35.0,4002.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,90.206,8000,39.52,44.0,35.0,3952.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,90.714,8100,39.48,43.0,35.0,3948.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,91.234,8200,39.2,43.0,35.0,3920.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,91.725,8300,38.6,43.0,35.0,3860.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,92.215,8400,39.13,42.0,35.0,3913.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,92.672,8500,39.33,43.0,35.0,3933.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,93.156,8600,38.87,43.0,34.0,3887.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,93.662,8700,38.4,43.0,34.0,3840.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,94.172,8800,38.22,42.0,33.0,3822.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,94.691,8900,38.29,42.0,33.0,3829.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,95.201,9000,38.19,43.0,33.0,3819.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,95.675,9100,37.34,42.0,32.0,3734.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,96.183,9200,36.74,42.0,32.0,3674.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,96.66,9300,36.14,42.0,32.0,3614.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,97.116,9400,36.02,42.0,31.0,3602.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,97.563,9500,36.55,42.0,31.0,3655.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,98.05,9600,36.36,41.0,31.0,3636.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,98.524,9700,36.18,41.0,30.0,3618.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,98.968,9800,35.7,41.0,30.0,3570.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,99.455,9900,35.79,41.0,30.0,3579.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,4,99.958,10000,36.91,41.0,30.0,3691.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,3.058,100,200.0,200.0,200.0,20000.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,6.501,200,182.81,200.0,159.0,18281.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,9.542,300,166.42,200.0,128.0,16642.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,12.527,400,157.44,200.0,126.0,15744.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,15.069,500,147.43,190.0,119.0,14743.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,17.467,600,138.67,187.0,110.0,13867.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,19.86,700,127.33,178.0,99.0,12733.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,22.032,800,121.4,178.0,94.0,12140.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,24.065,900,115.99,178.0,86.0,11599.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,25.865,1000,112.55,178.0,83.0,11255.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,27.769,1100,108.4,178.0,82.0,10840.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,29.589,1200,105.34,163.0,76.0,10534.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,31.288,1300,105.5,160.0,75.0,10550.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,33.003,1400,96.6,160.0,75.0,9660.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,34.666,1500,92.02,116.0,71.0,9202.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,36.071,1600,90.31,116.0,66.0,9031.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,37.534,1700,88.43,116.0,66.0,8843.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,39.052,1800,87.1,116.0,65.0,8710.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,40.391,1900,84.45,116.0,65.0,8445.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,41.583,2000,82.47,107.0,65.0,8247.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,42.834,2100,82.32,107.0,65.0,8232.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,44.074,2200,78.71,108.0,64.0,7871.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,45.194,2300,78.43,107.0,61.0,7843.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,46.35,2400,77.72,106.0,61.0,7772.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,47.542,2500,75.75,106.0,61.0,7575.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,48.675,2600,74.75,106.0,61.0,7475.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,49.864,2700,74.99,106.0,60.0,7499.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,50.912,2800,72.87,105.0,60.0,7287.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,51.836,2900,71.68,104.0,59.0,7168.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,52.655,3000,70.59,102.0,59.0,7059.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,53.634,3100,69.95,102.0,58.0,6995.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,54.519,3200,68.06,102.0,58.0,6806.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,55.451,3300,67.82,86.0,57.0,6782.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,56.272,3400,67.69,87.0,57.0,6769.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,57.123,3500,67.38,87.0,57.0,6738.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,57.895,3600,67.91,87.0,57.0,6791.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,58.688,3700,67.49,87.0,57.0,6749.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,59.643,3800,66.84,89.0,54.0,6684.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,60.473,3900,64.59,87.0,53.0,6459.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,61.267,4000,63.97,87.0,53.0,6397.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,61.986,4100,62.44,87.0,53.0,6244.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,62.703,4200,59.97,86.0,53.0,5997.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,63.49,4300,60.27,86.0,52.0,6027.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,64.314,4400,60.47,86.0,52.0,6047.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,65.04,4500,61.19,86.0,52.0,6119.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,65.804,4600,58.79,85.0,52.0,5879.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,66.448,4700,59.3,85.0,52.0,5930.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,67.176,4800,58.78,85.0,52.0,5878.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,67.886,4900,57.3,65.0,51.0,5730.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,68.576,5000,57.12,66.0,51.0,5712.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,69.341,5100,56.67,66.0,49.0,5667.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,69.994,5200,56.53,66.0,49.0,5653.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,70.622,5300,56.22,66.0,49.0,5622.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,71.332,5400,55.9,66.0,49.0,5590.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,72.034,5500,56.52,66.0,49.0,5652.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,72.736,5600,55.32,66.0,49.0,5532.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,73.471,5700,54.43,62.0,45.0,5443.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,74.135,5800,53.99,62.0,45.0,5399.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,74.77,5900,53.36,62.0,44.0,5336.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,75.436,6000,53.63,61.0,44.0,5363.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,76.096,6100,53.13,61.0,43.0,5313.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,76.717,6200,52.42,61.0,43.0,5242.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,77.365,6300,52.55,59.0,43.0,5255.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,78.103,6400,51.09,59.0,42.0,5109.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,78.74,6500,50.46,59.0,42.0,5046.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,79.357,6600,50.59,59.0,42.0,5059.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,79.988,6700,50.51,59.0,42.0,5051.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,80.634,6800,49.51,59.0,42.0,4951.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,81.238,6900,49.68,59.0,42.0,4968.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,81.773,7000,49.55,59.0,41.0,4955.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,82.343,7100,50.14,59.0,41.0,5014.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,83.052,7200,50.4,59.0,41.0,5040.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,83.652,7300,50.09,59.0,41.0,5009.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,84.224,7400,50.94,59.0,41.0,5094.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,84.816,7500,50.55,59.0,41.0,5055.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,85.402,7600,50.08,60.0,41.0,5008.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,85.941,7700,49.43,59.0,41.0,4943.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,86.511,7800,48.61,59.0,40.0,4861.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,87.171,7900,49.15,59.0,40.0,4915.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,87.83,8000,48.42,59.0,40.0,4842.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,88.414,8100,48.6,59.0,40.0,4860.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,88.997,8200,47.15,58.0,40.0,4715.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,89.519,8300,47.71,58.0,39.0,4771.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,90.146,8400,47.5,58.0,39.0,4750.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,90.713,8500,46.49,56.0,39.0,4649.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,91.381,8600,46.56,56.0,38.0,4656.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,91.915,8700,46.33,56.0,38.0,4633.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,92.469,8800,46.08,56.0,37.0,4608.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,93.024,8900,45.71,56.0,37.0,4571.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,93.612,9000,46.02,54.0,37.0,4602.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,94.149,9100,45.38,55.0,37.0,4538.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,94.689,9200,44.11,55.0,37.0,4411.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,95.221,9300,43.9,55.0,37.0,4390.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,95.764,9400,43.81,55.0,37.0,4381.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,96.315,9500,44.28,55.0,37.0,4428.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,96.847,9600,44.54,55.0,36.0,4454.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,97.381,9700,44.9,55.0,36.0,4490.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,97.894,9800,45.15,55.0,36.0,4515.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,98.45,9900,43.23,54.0,36.0,4323.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,5,98.997,10000,43.18,54.0,36.0,4318.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,2.717,100,200.0,200.0,200.0,20000.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,6.05,200,184.9,200.0,157.0,18490.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,9.106,300,168.36,200.0,135.0,16836.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,11.903,400,152.68,200.0,127.0,15268.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,14.449,500,142.7,200.0,113.0,14270.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,16.836,600,135.2,200.0,108.0,13520.0,100
NSGAII_PlanningStrategy-ReplanningStrategy_0,6,19.041,700,126.91,189.0,100.0,12691.0,100
